掲載ページ,漢字識別番号,字体識別番号,漢字,字体,漢検級,補足
1248,4311,5172,鱩,,1級,
1248,4312,5173,八,,10級,
1250,4313,5174,捌,,準1級,
1250,4314,5175,鉢,,準2級,
1250,4315,5176,発,,8級,
1250,4315,5177,發,旧字,1/準1級,
1252,4316,5178,髪,,4級,
1252,4316,5179,髮,旧字,1/準1級,
1253,4317,5180,撥,,1級,
1253,4318,5181,潑,,準1級,
1253,4318,5182,溌,異体字,,
1253,4319,5183,醱,,準1級,
1253,4319,5184,醗,異体字,,
1253,4320,5185,伐,,3級,
1253,4321,5186,抜,,4級,
1253,4321,5187,拔,旧字,1/準1級,
1254,4322,5188,袙,,1級,
1254,4323,5189,筏,,準1級,
1254,4324,5190,跋,,1級,
1255,4325,5191,罰,,4級,
1255,4326,5192,閥,,準2級,
1255,4327,5193,魃,,1級,
1255,4328,5194,噺,,準1級,
1256,4329,5195,鎺,,1級,
1256,4330,5196,鰙,,1級,
1257,4331,5197,鰚,,1級,
1257,4332,5198,反,,8級,
1259,4333,5199,半,,9級,
1259,4333,5200,,旧字,1/準1級,
1261,4334,5201,氾,,2級,
1261,4335,5202,犯,,6級,
1261,4336,5203,帆,,3級,
1261,4337,5204,汎,,2級,
1261,4337,5205,,旧字,1/準1級,
1262,4338,5206,伴,,3級,
1262,4338,5207,,旧字,1/準1級,
1262,4339,5208,判,,6級,
1262,4339,5209,,旧字,1/準1級,
1263,4340,5210,坂,,8級,
1263,4341,5211,泛,,1級,
1263,4342,5212,阪,,7級,
1263,4343,5213,拌,,1級,
1263,4344,5214,板,,8級,
1263,4345,5215,版,,6級,
1264,4346,5216,范,,1級,
1264,4347,5217,叛,,準1級,
1264,4347,5218,,異体字,,
1264,4348,5219,胖,,1級,
1264,4349,5220,班,,5級,
1264,4350,5221,畔,,3級,
1264,4350,5222,,旧字,1/準1級,
1264,4351,5223,般,,4級,
1265,4352,5224,袢,,1級,
1265,4353,5225,笵,,1級,
1265,4354,5226,絆,,1級,
1265,4355,5227,販,,4級,
1265,4356,5228,斑,,2級,
1265,4357,5229,鈑,,1級,
1266,4358,5230,飯,,7級,
1266,4358,5231,,旧字,1/準1級,
1266,4359,5232,搬,,4級,
1266,4360,5233,煩,,準2級,
1267,4361,5234,頒,,準2級,
1267,4362,5235,槃,,1級,
1267,4363,5236,幡,,準1級,
1267,4364,5237,樊,,1級,
1267,4365,5238,潘,,1級,
1267,4366,5239,瘢,,1級,
1267,4367,5240,磐,,準1級,
1267,4368,5241,範,,4級,
1268,4369,5242,魬,,1級,
1268,4370,5243,燔,,1級,
1268,4371,5244,繁,,4級,
1268,4371,5245,繁,旧字,1/準1級,
1268,4372,5246,膰,,1級,
1268,4373,5247,旛,,1級,
1268,4374,5248,繙,,1級,
1269,4375,5249,藩,,3級,
1269,4376,5250,蹣,,1級,
1269,4377,5251,攀,,1級,
1269,4378,5252,鷭,,1級,
1269,4379,5253,卍,,1級,
1269,4380,5254,挽,,準1級,
1269,4380,5255,,異体字,,
1270,4381,5256,晩,,5級,
1270,4381,5257,晚,旧字,1/準1級,
1270,4382,5258,番,,9級,
1271,4383,5259,蛮,,3級,
1271,4383,5260,蠻,旧字,1/準1級,
1271,4384,5261,輓,,1級,
1271,4385,5262,盤,,4級,
1272,4386,5263,蕃,,準1級,
1272,4387,5264,蟠,,1級,
1272,4388,5265,礬,,1級,
1272,4389,5266,楾,,1級,
1272,4390,5267,匕,,1級,
1273,4391,5268,比,,6級,
1273,4392,5269,丕,,1級,
1274,4393,5270,皮,,8級,
1274,4394,5271,妃,,準2級,
1274,4395,5272,否,,5級,
1275,4396,5273,妣,,1級,
1275,4397,5274,屁,,1級,
1275,4398,5275,庇,,準1級,
1275,4399,5276,批,,5級,
1275,4400,5277,彼,,4級,
1276,4401,5278,披,,準2級,
1276,4402,5279,枇,,準1級,
1276,4403,5280,狒,,1級,
1276,4404,5281,肥,,6級,
1277,4405,5282,陂,,1級,
1277,4406,5283,非,,6級,
1278,4407,5284,卑,,3級,
1278,4407,5285,卑,旧字,1/準1級,
1278,4408,5286,朏,,1級,
1278,4409,5287,毘,,準1級,
1278,4409,5288,毗,異体字,,
1279,4410,5289,砒,,1級,
1279,4411,5290,秕,,1級,
1279,4411,5291,粃,異体字,,
1279,4412,5292,飛,,7級,
1280,4413,5293,俾,,1級,
1280,4414,5294,匪,,準1級,
1280,4415,5295,疲,,4級,
1281,4416,5296,秘,,5級,
1281,4416,5297,祕,旧字,1/準1級,
1281,4417,5298,紕,,1級,
1281,4418,5299,被,,4級,
1282,4419,5300,婢,,1級,
1282,4420,5301,菲,,1級,
1282,4421,5302,悲,,8級,
1283,4422,5303,扉,,準2級,
1283,4422,5304,,旧字,1/準1級,
1283,4423,5305,斐,,準1級,
1283,4424,5306,琲,,1級,
1283,4425,5307,痞,,1級,
1283,4426,5308,脾,,1級,
1284,4427,5309,腓,,1級,
1284,4428,5310,費,,6級,
1284,4429,5311,痹,,1級,
1284,4430,5312,痺,,1級,
1284,4431,5313,蓖,,1級,
1284,4432,5314,裨,,1級,
1284,4433,5315,,,1級,
1284,4433,5316,賁,異体字,,
1284,4434,5317,榧,,1級,
1285,4435,5318,碑,,3級,
1285,4435,5319,碑,旧字,1/準1級,
1285,4436,5320,緋,,準1級,
1285,4437,5321,翡,,1級,
1285,4438,5322,蜚,,1級,
1285,4439,5323,鄙,,1級,
1286,4440,5324,鞁,,1級,
1286,4441,5325,罷,,準2級,
1286,4442,5326,誹,,準1級,
1286,4443,5327,避,,4級,
1286,4443,5328,,旧字,1/準1級,
1286,4444,5329,霏,,1級,
1287,4445,5330,嚊,,1級,
1287,4446,5331,臂,,1級,
1287,4447,5332,髀,,1級,
1287,4448,5333,羆,,1級,
1287,4449,5334,靡,,1級,
1287,4450,5335,鯡,,1級,
1287,4451,5336,鵯,,1級,
1287,4452,5337,譬,,1級,
1287,4453,5338,贔,,1級,
1287,4454,5339,轡,,準1級,
1288,4455,5340,尾,,4級,
1289,4456,5341,弭,,1級,
1289,4457,5342,眉,,2級,
1289,4458,5343,美,,8級,
1290,4459,5344,梶,,準1級,
1290,4460,5345,備,,6級,
1291,4461,5346,媚,,1級,
1291,4462,5347,寐,,1級,
1291,4463,5348,嵋,,1級,
1291,4464,5349,琵,,準1級,
1291,4465,5350,微,,4級,
1292,4466,5351,鼻,,8級,
1292,4466,5352,,旧字,1/準1級,
1293,4467,5353,糒,,1級,
1293,4468,5354,薇,,1級,
1293,4469,5355,糜,,1級,
1293,4470,5356,縻,,1級,
1293,4471,5357,麋,,1級,
1293,4472,5358,瀰,,1級,
1294,4473,5359,膝,,2級,
1295,4474,5360,肘,,2級,
1296,4475,5361,匹,,4級,
1296,4476,5362,必,,7級,
1297,4477,5363,疋,,準1級,
1297,4478,5364,泌,,3級,
1297,4479,5365,畢,,準1級,
1297,4480,5366,弼,,準1級,
1297,4481,5367,筆,,8級,
1298,4482,5368,逼,,準1級,
1298,4482,5369,,異体字,,
1298,4483,5370,,,1級,
1298,4483,5371,篳,異体字,,
1298,4484,5372,謐,,1級,
1298,4485,5373,,,1級,
1298,4485,5374,蹕,異体字,,
1299,4486,5375,姫,,3級,
1299,4486,5376,,旧字,1/準1級,
1300,4487,5377,百,,10級,
1302,4488,5378,彪,,準1級,
1302,4489,5379,繆,,1級,
1302,4490,5380,謬,,準1級,
1302,4490,5381,,異体字,,
1302,4491,5382,氷,,8級,
1303,4492,5383,凭,,1級,
1303,4493,5384,表,,8級,
1304,4494,5385,俵,,5級,
1304,4495,5386,豹,,準1級,
1305,4495,5387,,異体字,,
1305,4496,5388,殍,,1級,
1305,4497,5389,票,,7級,
1305,4498,5390,,,1級,犬犬犬
1305,4499,5391,評,,6級,
1305,4499,5392,,旧字,1/準1級,
1305,4500,5393,馮,,1級,
1306,4501,5394,剽,,1級,
1306,4502,5395,嫖,,1級,
1306,4503,5396,慓,,1級,
1306,4504,5397,漂,,3級,
1306,4505,5398,標,,7級,
1307,4506,5399,憑,,1級,
1307,4507,5400,瓢,,準1級,
1307,4507,5401,,異体字,,
1308,4508,5402,縹,,1級,
1308,4509,5403,飄,,1級,
1308,4510,5404,飆,,1級,
1308,4511,5405,驃,,1級,
1308,4512,5406,鰾,,1級,
1308,4513,5407,杪,,1級,
1309,4514,5408,苗,,3級,
1309,4515,5409,眇,,1級,
1309,4516,5410,秒,,8級,
1309,4517,5411,病,,8級,
1310,4518,5412,描,,4級,
1310,4519,5413,猫,,準2級,
1311,4520,5414,渺,,1級,
1311,4521,5415,廟,,準1級,
1311,4521,5416,,異体字,,
1311,4522,5417,緲,,1級,
1311,4523,5418,鋲,,準1級,
1311,4524,5419,錨,,準1級,
1311,4525,5420,藐,,1級,
1312,4526,5421,牝,,準1級,
1312,4527,5422,品,,8級,
1313,4528,5423,浜,,4級,
1313,4528,5424,濱,旧字,1/準1級,
1313,4529,5425,彬,,準1級,
1313,4530,5426,貧,,6級,
1314,4531,5427,斌,,準1級,
1314,4532,5428,賓,,準2級,
1314,4532,5429,賓,旧字,1/準1級,
1314,4533,5430,嬪,,1級,
1314,4534,5431,擯,,1級,
1314,4535,5432,頻,,準2級,
1314,4535,5433,頻,旧字,1/準1級,
1315,4536,5434,檳,,1級,
1315,4537,5435,殯,,1級,
1315,4538,5436,嚬,,1級,
1315,4539,5437,瀕,,準1級,
1315,4539,5438,,異体字,,
1315,4540,5439,蘋,,1級,
1315,4541,5440,繽,,1級,
1315,4542,5441,顰,,1級,
1316,4543,5442,旻,,1級,
1316,4544,5443,泯,,1級,
1316,4545,5444,敏,,4級,
1316,4545,5445,敏,旧字,1/準1級,
1316,4546,5446,罠,,1級,
1316,4547,5447,瓶,,準2級,
1316,4547,5448,甁,旧字,1/準1級,
1316,4548,5449,閔,,1級,
1316,4549,5450,愍,,1級,
1317,4550,5451,憫,,1級,
1317,4551,5452,緡,,1級,
1317,4552,5453,鬢,,1級,
1317,4553,5454,不,,7級,
1322,4554,5455,仆,,1級,
1322,4555,5456,夫,,7級,
1323,4556,5457,父,,9級,
1323,4557,5458,付,,7級,
1324,4558,5459,布,,6級,
1325,4559,5460,孚,,1級,
1325,4560,5461,巫,,1級,
1325,4561,5462,扶,,準2級,
1326,4562,5463,芙,,準1級,
1326,4563,5464,咐,,1級,
1326,4564,5465,坿,,1級,
1326,4565,5466,府,,7級,
1326,4566,5467,怖,,4級,
1326,4567,5468,拊,,1級,
1326,4568,5469,斧,,準1級,
1326,4569,5470,苻,,1級,
1326,4570,5471,附,,準2級,
1327,4571,5472,阜,,7級,
1327,4572,5473,俘,,1級,
1327,4573,5474,柎,,1級,
1327,4574,5475,罘,,1級,
1327,4575,5476,訃,,2級,
1327,4576,5477,負,,8級,
1328,4577,5478,赴,,3級,
1328,4578,5479,俯,,1級,
1328,4579,5480,浮,,4級,
1328,4579,5481,,旧字,1/準1級,
1330,4580,5482,郛,,1級,
1330,4581,5483,埠,,準1級,
1330,4582,5484,婦,,6級,
1330,4582,5485,,旧字,1/準1級,
1330,4583,5486,桴,,1級,
1330,4584,5487,符,,3級,
1330,4585,5488,趺,,1級,
1330,4586,5489,傅,,1級,
1330,4587,5490,富,,7級,
1331,4588,5491,普,,4級,
1332,4589,5492,腑,,1級,
1332,4590,5493,溥,,1級,
1332,4591,5494,艀,,1級,
1332,4592,5495,蜉,,1級,
1332,4593,5496,鳧,,1級,
1332,4593,5497,鳬,異体字,,
1332,4594,5498,孵,,1級,
1332,4595,5499,榑,,1級,
1333,4596,5500,腐,,4級,
1333,4597,5501,誣,,1級,
1333,4598,5502,敷,,4級,
1334,4599,5503,膚,,4級,
1334,4600,5504,賦,,4級,
1334,4601,5505,麩,,1級,
1334,4602,5506,麸,,,
1334,4603,5507,鮒,,準1級,
1334,4604,5508,賻,,1級,
1334,4605,5509,譜,,準2級,
1334,4606,5510,黼,,1級,
1335,4607,5511,毋,,1級,
1335,4608,5512,侮,,準2級,
1335,4608,5513,侮,旧字,1/準1級,
1335,4609,5514,武,,6級,
1336,4610,5515,部,,8級,
1336,4611,5516,嘸,,1級,
1336,4612,5517,廡,,1級,
1337,4613,5518,憮,,1級,
1337,4614,5519,撫,,準1級,
1337,4615,5520,舞,,4級,
1337,4615,5521,,旧字,1/準1級,
1337,4616,5522,蕪,,準1級,
1338,4617,5523,錻,,1級,
1338,4618,5524,呎,,1級,
1338,4619,5525,封,,3級,
1338,4620,5526,風,,9級,
1341,4621,5527,楓,,準1級,
1341,4622,5528,瘋,,1級,
1341,4623,5529,諷,,1級,
1342,4624,5530,伏,,3級,
1342,4625,5531,服,,8級,
1343,4626,5532,茯,,1級,
1343,4627,5533,副,,7級,
1343,4628,5534,匐,,1級,
1343,4629,5535,袱,,1級,
1343,4630,5536,幅,,4級,
1344,4631,5537,復,,6級,
1344,4632,5538,愎,,1級,
1344,4633,5539,福,,8級,
1344,4633,5540,福,旧字,1/準1級,
1345,4634,5541,腹,,5級,
1345,4635,5542,,,1級,
1345,4635,5543,箙,異体字,,
1345,4636,5544,蔔,,1級,
1345,4637,5545,複,,6級,
1345,4638,5546,蝠,,1級,
1345,4639,5547,蝮,,1級,
1345,4640,5548,輻,,1級,
1345,4641,5549,輹,,1級,
1345,4642,5550,覆,,3級,
1345,4643,5551,馥,,1級,
1348,4644,5552,鞴,,1級,
1348,4645,5553,鰒,,1級,
1349,4646,5554,弗,,準1級,
1349,4647,5555,払,,4級,
1349,4647,5556,拂,旧字,1/準1級,
1349,4648,5557,彿,,1級,
1349,4649,5558,怫,,1級,
1349,4650,5559,沸,,準2級,
1349,4651,5560,祓,,1級,
1349,4652,5561,髴,,1級,
1349,4653,5562,黻,,1級,
1349,4654,5563,仏,,6級,
1349,4654,5564,佛,旧字,1/準1級,
1351,4655,5565,物,,8級,
1353,4656,5566,梺,,1級,
1354,4657,5567,刎,,1級,
1354,4658,5568,吻,,準1級,
1354,4659,5569,吩,,1級,
1354,4660,5570,扮,,準1級,
1354,4661,5571,芬,,1級,
1354,4662,5572,忿,,1級,
1355,4663,5573,枌,,1級,
1355,4664,5574,氛,,1級,
1355,4665,5575,粉,,6級,
1355,4666,5576,紛,,3級,
1356,4667,5577,焚,,準1級,
1356,4668,5578,雰,,準2級,
1356,4669,5579,噴,,4級,
1356,4669,5580,,旧字,1/準1級,
1356,4670,5581,墳,,3級,
1356,4670,5582,,旧字,1/準1級,
1357,4671,5583,憤,,準2級,
1357,4671,5584,,旧字,1/準1級,
1357,4672,5585,奮,,5級,
1357,4673,5586,,,1級,
1357,4673,5587,濆,異体字,,
1357,4674,5588,糞,,準1級,
1358,4675,5589,分,,9級,
1360,4676,5590,文,,10級,
1362,4677,5591,紊,,1級,
1362,4678,5592,聞,,9級,
1363,4679,5593,丙,,準2級,
1363,4680,5594,平,,8級,
1363,4680,5595,,旧字,1/準1級,
1365,4681,5596,兵,,7級,
1366,4682,5597,並,,5級,
1366,4682,5598,竝,旧字,1/準1級,
1367,4683,5599,併,,準2級,
1367,4683,5600,倂,旧字,1/準1級,
1367,4684,5601,幷,,1級,
1367,4684,5602,并,異体字,,
1367,4685,5603,秉,,1級,
1367,4686,5604,苹,,1級,
1367,4687,5605,柄,,4級,
1368,4688,5606,,,1級,
1368,4688,5607,炳,異体字,,
1368,4689,5608,娉,,1級,
1368,4690,5609,陛,,5級,
1368,4691,5610,屛,,1級,
1368,4691,5611,屏,異体字,,
1369,4692,5612,萍,,1級,
1369,4693,5613,閉,,5級,
1369,4694,5614,塀,,準2級,
1369,4694,5615,塀,旧字,1/準1級,
1369,4695,5616,敝,,1級,
1369,4696,5617,睥,,1級,
1369,4697,5618,聘,,1級,
1370,4698,5619,幣,,準2級,
1370,4698,5620,,旧字,1/準1級,
1370,4699,5621,弊,,準2級,
1370,4699,5622,,旧字,1/準1級,
1370,4700,5623,蔽,,2級,
1370,4700,5624,,異体字,,
1371,4701,5625,餅,,2級,
1371,4701,5626,餠,旧字,1/準1級,
1371,4701,5627,,異体字,,
1371,4702,5628,嬖,,1級,
1371,4703,5629,篦,,準1級,
1371,4703,5630,箆,異体字,,
1371,4704,5631,薜,,1級,
1371,4705,5632,鮃,,1級,
1371,4706,5633,斃,,1級,
1371,4707,5634,米,,9級,
1372,4708,5635,袂,,1級,
1372,4709,5636,辟,,1級,
1372,4710,5637,碧,,準1級,
1373,4711,5638,僻,,準1級,
1373,4712,5639,劈,,1級,
1373,4713,5640,壁,,4級,
1373,4714,5641,璧,,2級,
1374,4715,5642,甓,,1級,
1374,4716,5643,癖,,3級,
1374,4717,5644,襞,,1級,
1374,4718,5645,躄,,1級,
1374,4718,5646,,異体字,,
1374,4719,5647,闢,,1級,
1374,4720,5648,霹,,1級,
1374,4721,5649,汨,,1級,
1374,4722,5650,覓,,1級,
1374,4723,5651,幎,,1級,
1374,4724,5652,冪,,1級,
1374,4725,5653,羃,,1級,
1374,4726,5654,瓸,,1級,
1374,4727,5655,粨,,1級,
1375,4728,5656,竡,,1級,
1375,4729,5657,別,,7級,
1376,4730,5658,蔑,,2級,
1376,4731,5659,瞥,,準1級,
1376,4731,5660,,異体字,,
1376,4732,5661,,,1級,
1376,4732,5662,襪,異体字,,
1376,4733,5663,,,1級,
1376,4733,5664,衊,異体字,,
1376,4734,5665,,,1級,
1376,4734,5666,韈,異体字,,
1376,4735,5667,鼈,,1級,
1376,4736,5668,片,,5級,
1378,4737,5669,辺,,7級,
1378,4737,5670,邊,旧字,1/準1級,
1378,4738,5671,返,,8級,
1378,4738,5672,,旧字,1/準1級,
1379,4739,5673,変,,7級,
1379,4739,5674,變,旧字,1/準1級,
1380,4740,5675,扁,,1級,
1380,4740,5676,,異体字,,
1381,4741,5677,偏,,準2級,
1381,4741,5678,,旧字,1/準1級,
1381,4742,5679,貶,,1級,
1382,4743,5680,,,1級,
1382,4743,5681,胼,異体字,,
1382,4744,5682,遍,,準2級,
1382,4744,5683,,旧字,1/準1級,
1382,4745,5684,,,1級,
1382,4745,5685,褊,異体字,,
1382,4746,5686,篇,,準1級,
1382,4746,5687,,異体字,,
1382,4747,5688,編,,6級,
1382,4747,5689,,旧字,1/準1級,
1383,4748,5690,,,1級,
1383,4748,5691,翩,異体字,,
1383,4749,5692,,,1級,
1383,4749,5693,蝙,異体字,,
1383,4750,5694,,,1級,
1383,4750,5695,諞,異体字,,
1383,4751,5696,,,1級,
1383,4751,5697,駢,異体字,,
1383,4752,5698,騙,,1級,
1383,4752,5699,,異体字,,
1384,4753,5700,弁,,6級,
1384,4753,5701,辨,旧字,1/準1級,
1384,4753,5702,,旧字,1/準1級,
1384,4753,5703,辯,旧字,1/準1級,
1384,4753,5704,弁,,1級,元の弁
1385,4754,5705,抃,,1級,
1385,4755,5706,便,,7級,
1385,4756,5707,俛,,1級,
1385,4757,5708,眄,,1級,
1386,4758,5709,勉,,8級,
1386,4758,5710,勉,旧字,1/準1級,
1386,4759,5711,娩,,準1級,
1386,4759,5712,,異体字,,
1386,4760,5713,冕,,1級,
1386,4761,5714,湎,,1級,
1386,4762,5715,黽,,1級,
1386,4763,5716,鞭,,準1級,
1386,4764,5717,鮸,,1級,
1387,4753,5718,,旧字,1級,
1387,4753,5719,瓣,,,
1387,4765,5720,辮,,1級,
1387,4766,5721,甫,,準1級,
1387,4767,5722,歩,,9級,
1387,4767,5723,步,旧字,1/準1級,
1388,4768,5724,保,,6級,
1388,4769,5725,匍,,1級,
1388,4770,5726,哺,,2級,
1389,4771,5727,圃,,準1級,
1389,4772,5728,捕,,4級,
1389,4773,5729,脯,,1級,
1389,4774,5730,逋,,1級,
1389,4775,5731,葡,,準1級,
1389,4776,5732,葆,,1級,
1389,4777,5733,補,,5級,
1390,4778,5734,蒲,,準1級,
1391,4779,5735,輔,,準1級,
1391,4780,5736,舗,,4級,
1391,4780,5737,舖,旧字,1/準1級,
1391,4781,5738,鋪,,準1級,
1391,4782,5739,餔,,1級,
1391,4783,5740,戊,,準1級,
1392,4784,5741,母,,9級,
1392,4785,5742,牡,,準1級,
1393,4786,5743,姆,,1級,
1393,4787,5744,拇,,1級,
1393,4788,5745,姥,,準1級,
1393,4789,5746,莫,,準1級,
1393,4790,5747,菩,,準1級,
1393,4791,5748,募,,3級,
1394,4792,5749,墓,,6級,
1394,4793,5750,媽,,1級,
1394,4794,5751,慕,,3級,
1394,4795,5752,暮,,5級,
1395,4796,5753,謨,,1級,
1395,4797,5754,簿,,3級,
1395,4798,5755,匚,,1級,
1395,4799,5756,方,,9級,
1396,4800,5757,包,,7級,
1396,4800,5758,,旧字,1/準1級,
1396,4801,5759,呆,,準1級,
1397,4802,5760,彷,,1級,
1397,4803,5761,抔,,1級,
1397,4804,5762,芳,,3級,
1397,4805,5763,邦,,3級,
1398,4806,5764,咆,,1級,
1398,4807,5765,奉,,3級,
1398,4808,5766,宝,,5級,
1398,4808,5767,寶,旧字,1/準1級,
1399,4809,5768,庖,,準1級,
1399,4809,5769,,異体字,,
1399,4810,5770,怦,,1級,
1399,4811,5771,抱,,4級,
1399,4811,5772,,旧字,1/準1級,
1400,4812,5773,,,1級,
1400,4812,5774,抛,異体字,,
1400,4813,5775,放,,8級,
1401,4814,5776,朋,,準1級,
1402,4815,5777,枋,,1級,
1402,4816,5778,法,,7級,
1403,4817,5779,泡,,準2級,
1403,4817,5780,,旧字,1/準1級,
1404,4818,5781,苞,,1級,
1404,4819,5782,枹,,1級,
1404,4820,5783,炮,,1級,
1404,4821,5784,胞,,3級,
1404,4821,5785,,旧字,1/準1級,
1404,4822,5786,倣,,3級,
1404,4823,5787,俸,,準2級,
1404,4824,5788,峰,,4級,
1404,4825,5789,峯,,準1級,
1404,4826,5790,旁,,1級,
1405,4827,5791,疱,,1級,
1405,4828,5792,皰,,1級,
1405,4829,5793,砲,,4級,
1405,4829,5794,,旧字,1/準1級,
1405,4830,5795,舫,,1級,
1405,4831,5796,袍,,1級,
1405,4832,5797,匏,,1級,
1405,4833,5798,,,1級,
1405,4833,5799,堋,異体字,,
1406,4834,5800,崩,,3級,
1406,4834,5801,,旧字,1/準1級,
1406,4835,5802,,,1級,
1406,4835,5803,弸,異体字,,
1406,4836,5804,捧,,準1級,
1406,4837,5805,烹,,準1級,
1406,4838,5806,烽,,1級,
1406,4839,5807,訪,,5級,
1407,4840,5808,逢,,準1級,
1407,4840,5809,,異体字,,
1407,4841,5810,報,,6級,
1407,4842,5811,堡,,1級,
1407,4843,5812,彭,,1級,
1407,4844,5813,焙,,1級,
1408,4845,5814,琺,,1級,
1408,4846,5815,絣,,1級,
1408,4846,5816,,異体字,,
1408,4847,5817,,,1級,
1408,4847,5818,迸,異体字,,
1408,4848,5819,滂,,1級,
1408,4849,5820,,,1級,
1408,4849,5821,硼,異体字,,
1408,4850,5822,蜂,,2級,
1408,4851,5823,豊,,6級,
1408,4851,5824,豐,旧字,1/準1級,
1409,4852,5825,鉋,,1級,
1409,4853,5826,飽,,3級,
1409,4853,5827,,旧字,1/準1級,
1409,4854,5828,蓬,,準1級,
1409,4854,5829,,異体字,,
1410,4855,5830,蔀,,準1級,
1410,4856,5831,褓,,1級,
1410,4857,5832,靤,,1級,
1410,4858,5833,鞄,,準1級,
1410,4858,5834,,異体字,,
1410,4859,5835,髣,,1級,
1410,4860,5836,鳳,,準1級,
1410,4861,5837,澎,,1級,
1411,4862,5838,磅,,1級,
1411,4863,5839,褒,,準2級,
1411,4863,5840,襃,旧字,1/準1級,
1411,4864,5841,鋒,,準1級,
1411,4865,5842,髱,,1級,
1411,4866,5843,魴,,1級,
1411,4867,5844,鴇,,準1級,
1411,4868,5845,縫,,3級,
1411,4868,5846,,旧字,1/準1級,
1412,4869,5847,鮑,,1級,
1412,4870,5848,麭,,1級,
1412,4871,5849,幫,,1級,
1412,4871,5850,幇,異体字,,
1412,4872,5851,篷,,1級,
1412,4873,5852,,,1級,
1412,4873,5853,繃,異体字,,
1412,4874,5854,龐,,1級,
1412,4875,5855,鵬,,準1級,
1412,4876,5856,亡,,5級,
1413,4877,5857,乏,,3級,
1413,4878,5858,卯,,準1級,
1413,4879,5859,忙,,4級,
1414,4880,5860,牟,,準1級,
1414,4881,5861,芒,,1級,
1414,4882,5862,坊,,4級,
1414,4883,5863,妨,,3級,
1414,4884,5864,尨,,1級,
1414,4885,5865,忘,,5級,
1415,4886,5866,防,,6級,
1415,4887,5867,房,,3級,
1415,4887,5868,,旧字,1/準1級,
1416,4888,5869,氓,,1級,
1416,4889,5870,肪,,4級,
1416,4890,5871,茅,,準1級,
1416,4891,5872,茆,,1級,
1416,4892,5873,厖,,1級,
1416,4893,5874,昴,,1級,
1416,4894,5875,冒,,4級,
1416,4894,5876,,旧字,1/準1級,
1417,4895,5877,某,,3級,
1417,4896,5878,茫,,1級,
1417,4897,5879,虻,,準1級,
1417,4897,5880,蝱,異体字,,
1417,4898,5881,剖,,準2級,
1417,4899,5882,旄,,1級,
1417,4900,5883,紡,,準2級,
1418,4901,5884,蚌,,1級,
1418,4902,5885,惘,,1級,
1418,4903,5886,望,,7級,
1418,4904,5887,眸,,1級,
1418,4905,5888,萌,,準1級,
1418,4905,5889,萠,異体字,,
1419,4906,5890,袤,,1級,
1419,4907,5891,傍,,4級,
1419,4908,5892,帽,,4級,
1419,4908,5893,,旧字,1/準1級,
1420,4909,5894,棒,,5級,
1420,4910,5895,貿,,6級,
1420,4911,5896,蒡,,1級,
1420,4912,5897,榜,,1級,
1420,4913,5898,膀,,1級,
1420,4914,5899,貌,,2級,
1420,4915,5900,鉾,,準1級,
1420,4916,5901,,,1級,
1420,4916,5902,鋩,異体字,,
1420,4917,5903,髦,,1級,
1421,4918,5904,儚,,1級,
1421,4919,5905,暴,,6級,
1421,4920,5906,甍,,1級,
1421,4921,5907,膨,,3級,
1422,4922,5908,,,1級,
1422,4922,5909,蠎,異体字,,
1422,4923,5910,謀,,3級,
1422,4924,5911,懋,,1級,
1422,4925,5912,謗,,1級,
1422,4926,5913,鴾,,1級,
1423,4927,5914,頰,,2級,
1423,4927,5915,頬,異体字,,
1423,4928,5916,北,,9級,
1424,4929,5917,卜,,準1級,
1424,4930,5918,木,,10級,
1427,4931,5919,朴,,準2級,
1427,4932,5920,牧,,7級,
1427,4933,5921,睦,,2級,
1428,4934,5922,僕,,準2級,
1428,4935,5923,墨,,3級,
1428,4935,5924,墨,旧字,1/準1級,
1429,4936,5925,撲,,準2級,
1429,4937,5926,樸,,1級,
1429,4938,5927,穆,,準1級,
1429,4939,5928,蹼,,1級,
1429,4940,5929,鶩,,1級,
1430,4941,5930,没,,3級,
1430,4941,5931,沒,旧字,1/準1級,
1430,4942,5932,歿,,1級,
1430,4943,5933,勃,,2級,
1431,4944,5934,堀,,準2級,
1431,4945,5935,袰,,1級,
1432,4946,5936,本,,10級,
1433,4947,5937,奔,,準2級,
1433,4947,5938,,旧字,1/準1級,
1433,4948,5939,畚,,1級,
1434,4949,5940,笨,,1級,
1434,4950,5941,犇,,1級,
1434,4951,5942,翻,,3級,
1434,4951,5943,,旧字,1/準1級,
1434,4951,5944,飜,異体字,1級,
1434,4952,5945,凡,,4級,
1435,4953,5946,盆,,4級,
1435,4954,5947,梵,,1級,
1435,4954,5948,,異体字,,
1435,4955,5949,麻,,準2級,
1436,4956,5950,痲,,1級,
1436,4957,5951,嘛,,1級,
1436,4958,5952,麼,,1級,
1436,4959,5953,摩,,準2級,
1437,4960,5954,磨,,準2級,
1437,4961,5955,魔,,3級,
1438,4962,5956,毎,,9級,
1438,4962,5957,每,旧字,1/準1級,
1438,4963,5958,妹,,9級,
1438,4964,5959,枚,,5級,
1438,4965,5960,昧,,2級,
1438,4966,5961,埋,,3級,
1439,4967,5962,眛,,1級,
1439,4968,5963,瑁,,1級,
1439,4969,5964,邁,,1級,
1439,4970,5965,幕,,5級,
