掲載ページ,漢字識別番号,字体識別番号,漢字,字体,漢検級,補足
1440,4971,5966,膜,,3級,
1440,4972,5967,枕,,2級,
1441,4973,5968,柾,,準1級,
1441,4974,5969,枡,,1級,
1441,4974,5970,桝,異体字,,
1441,4974,5971,,異体字,,
1442,4975,5972,又,,3級,
1442,4976,5973,俣,,準1級,
1442,4977,5974,末,,7級,
1443,4978,5975,抹,,準2級,
1444,4979,5976,沫,,準1級,
1444,4980,5977,茉,,1級,
1444,4981,5978,秣,,1級,
1444,4982,5979,靺,,1級,
1445,4983,5980,麿,,準1級,
1445,4983,5981,,旧字,1/準1級,
1445,4984,5982,万,,9級,
1445,4984,5983,,旧字,1/準1級,
1445,4984,5984,萬,旧字,1/準1級,
1448,4985,5985,曼,,1級,
1448,4986,5986,満,,7級,
1448,4986,5987,滿,旧字,1/準1級,
1449,4987,5988,幔,,1級,
1449,4988,5989,慢,,4級,
1449,4989,5990,漫,,4級,
1450,4990,5991,蔓,,準1級,
1450,4991,5992,瞞,,1級,
1450,4992,5993,縵,,1級,
1450,4993,5994,懣,,1級,
1450,4994,5995,謾,,1級,
1450,4995,5996,鏝,,1級,
1450,4996,5997,饅,,1級,
1450,4997,5998,鬘,,1級,
1450,4998,5999,鰻,,準1級,
1451,4999,6000,未,,7級,
1452,5000,6001,味,,8級,
1452,5001,6002,魅,,3級,
1453,5002,6003,岬,,準2級,
1454,5003,6004,密,,5級,
1455,5004,6005,蜜,,2級,
1455,5005,6006,樒,,1級,
1455,5005,6007,櫁,異体字,,
1456,5006,6008,脈,,6級,
1456,5007,6009,妙,,4級,
1457,5008,6010,瓱,,1級,
1457,5009,6011,粍,,準1級,
1457,5010,6012,竓,,1級,
1457,5011,6013,民,,7級,
1458,5012,6014,眠,,4級,
1458,5013,6015,矛,,4級,
1459,5014,6016,務,,6級,
1459,5015,6017,無,,7級,
1463,5016,6018,夢,,6級,
1463,5016,6019,,旧字,1/準1級,
1464,5017,6020,霧,,4級,
1464,5018,6021,鵡,,準1級,
1465,5019,6022,毟,,1級,
1465,5020,6023,挘,,1級,
1465,5021,6024,娘,,4級,
1465,5022,6025,榁,,1級,
1466,5023,6026,鰘,,1級,
1466,5024,6027,瑪,,1級,
1466,5025,6028,碼,,1級,
1466,5026,6029,名,,10級,
1468,5027,6030,命,,8級,
1469,5028,6031,明,,9級,
1471,5029,6032,茗,,1級,
1471,5030,6033,迷,,6級,
1471,5030,6034,,旧字,1/準1級,
1471,5031,6035,冥,,2級,
1472,5032,6036,溟,,1級,
1472,5033,6037,盟,,5級,
1472,5034,6038,酩,,1級,
1472,5035,6039,暝,,1級,
1472,5036,6040,銘,,準2級,
1473,5037,6041,鳴,,9級,
1473,5038,6042,瞑,,1級,
1473,5039,6043,螟,,1級,
1474,5040,6044,滅,,3級,
1475,5041,6045,免,,3級,
1475,5041,6046,免,旧字,1/準1級,
1475,5042,6047,面,,8級,
1477,5043,6048,棉,,準1級,
1477,5044,6049,綿,,6級,
1477,5045,6050,緬,,準1級,
1477,5046,6051,麺,,2級,
1477,5046,6052,麵,旧字,1/準1級,
1477,5046,6053,麪,異体字,準1級,
1478,5047,6054,茂,,4級,
1478,5048,6055,摸,,準1級,
1478,5049,6056,模,,5級,
1478,5050,6057,毛,,9級,
1479,5051,6058,妄,,準2級,
1479,5052,6059,孟,,準1級,
1480,5053,6060,盲,,準2級,
1480,5054,6061,罔,,1級,
1480,5055,6062,耄,,1級,
1480,5056,6063,耗,,準2級,
1481,5057,6064,猛,,4級,
1481,5058,6065,,,1級,
1481,5058,6066,莽,異体字,,
1481,5059,6067,蒙,,準1級,
1481,5060,6068,網,,4級,
1482,5061,6069,濛,,1級,
1482,5062,6070,曚,,1級,
1482,5063,6071,朦,,1級,
1482,5064,6072,檬,,1級,
1482,5065,6073,矇,,1級,
1482,5066,6074,魍,,1級,
1482,5067,6075,艨,,1級,
1483,5068,6076,目,,10級,
1485,5069,6077,沐,,1級,
1485,5070,6078,苜,,1級,
1485,5071,6079,黙,,4級,
1485,5071,6080,默,旧字,1/準1級,
1486,5072,6081,杢,,準1級,
1486,5073,6082,勿,,準1級,
1487,5074,6083,籾,,準1級,
1487,5074,6084,,異体字,,
1488,5075,6085,椛,,準1級,
1488,5076,6086,門,,9級,
1489,5077,6087,們,,1級,
1489,5078,6088,紋,,4級,
1490,5079,6089,問,,8級,
1490,5080,6090,捫,,1級,
1490,5081,6091,悶,,準1級,
1491,5082,6092,匁,,準1級,
1491,5083,6093,也,,準1級,
1491,5084,6094,冶,,2級,
1491,5085,6095,夜,,9級,
1492,5086,6096,耶,,準1級,
1492,5087,6097,野,,9級,
1492,5087,6098,埜,異体字,準1級,
1494,5088,6099,揶,,1級,
1494,5088,6100,,異体字,,
1495,5089,6101,椰,,1級,
1495,5090,6102,爺,,準1級,
1495,5091,6103,鵺,,1級,
1495,5092,6104,弥,,2級,
1495,5092,6105,彌,旧字,1/準1級,
1496,5093,6106,軈,,1級,
1496,5094,6107,厄,,準2級,
1496,5095,6108,役,,8級,
1496,5096,6109,扼,,1級,
1497,5097,6110,約,,7級,
1497,5097,6111,,旧字,1/準1級,
1497,5098,6112,訳,,5級,
1497,5098,6113,譯,旧字,1/準1級,
1497,5099,6114,軛,,1級,
1497,5100,6115,,,1級,
1497,5100,6116,葯,異体字,,
1498,5101,6117,,,1級,扌に溢のつくり
1498,5102,6118,薬,,8級,
1498,5102,6119,,旧字,1/準1級,
1498,5102,6120,藥,旧字,1/準1級,
1499,5103,6121,龠,,1級,
1499,5104,6122,躍,,4級,
1499,5105,6123,籥,,1級,
1499,5106,6124,鑰,,1級,
1500,5107,6125,,,1級,
1500,5107,6126,萢,異体字,,
1500,5108,6127,簗,,1級,
1501,5109,6128,闇,,2級,
1501,5110,6129,鑓,,準1級,
1501,5110,6130,,異体字,,
1502,5111,6131,由,,8級,
1502,5112,6132,油,,8級,
1503,5113,6133,兪,,1級,
1503,5114,6134,臾,,1級,
1503,5115,6135,喩,,2級,
1503,5116,6136,愉,,準2級,
1503,5116,6137,,旧字,1/準1級,
1503,5117,6138,揄,,1級,
1503,5118,6139,渝,,1級,
1503,5119,6140,萸,,1級,
1503,5120,6141,愈,,1級,
1503,5120,6142,,異体字,,
1504,5121,6143,楡,,1級,
1504,5122,6144,瑜,,1級,
1504,5123,6145,腴,,1級,
1504,5124,6146,逾,,1級,
1504,5125,6147,瘉,,1級,
1504,5126,6148,蝓,,1級,
1504,5127,6149,覦,,1級,
1504,5128,6150,諭,,準2級,
1504,5128,6151,,旧字,1/準1級,
1504,5129,6152,,,1級,
1504,5129,6153,諛,異体字,,
1504,5130,6154,踰,,1級,
1504,5131,6155,輸,,6級,
1504,5131,6156,,旧字,1/準1級,
1505,5132,6157,癒,,準2級,
1505,5132,6158,,旧字,1/準1級,
1505,5133,6159,唯,,準2級,
1505,5134,6160,友,,9級,
1506,5135,6161,尤,,準1級,
1506,5136,6162,有,,8級,
1508,5137,6163,佑,,準1級,
1508,5138,6164,邑,,準1級,
1508,5139,6165,酉,,準1級,
1508,5140,6166,侑,,1級,
1509,5141,6167,肬,,1級,
1509,5142,6168,勇,,7級,
1509,5143,6169,囿,,1級,
1509,5144,6170,宥,,準1級,
1510,5145,6171,幽,,3級,
1510,5146,6172,柚,,準1級,
1511,5147,6173,疣,,1級,
1511,5148,6174,祐,,準1級,
1511,5148,6175,祐,旧字,1/準1級,
1511,5149,6176,悒,,1級,
1511,5150,6177,莠,,1級,
1511,5151,6178,悠,,準2級,
1511,5152,6179,蚰,,1級,
1511,5153,6180,郵,,5級,
1512,5154,6181,揖,,準1級,
1512,5155,6182,湧,,2級,
1512,5156,6183,游,,1級,
1512,5157,6184,猶,,準2級,
1512,5157,6185,,旧字,1/準1級,
1512,5158,6186,裕,,準2級,
1513,5159,6187,遊,,8級,
1513,5159,6188,,旧字,1/準1級,
1514,5160,6189,釉,,1級,
1514,5161,6190,雄,,4級,
1515,5162,6191,楢,,準1級,
1515,5162,6192,,異体字,,
1515,5163,6193,猷,,準1級,
1515,5163,6194,,異体字,,
1515,5164,6195,誘,,3級,
1515,5165,6196,憂,,3級,
1516,5166,6197,牖,,1級,
1516,5167,6198,蕕,,1級,
1516,5168,6199,蝣,,1級,
1516,5169,6200,融,,準2級,
1517,5170,6201,優,,5級,
1518,5171,6202,黝,,1級,
1518,5172,6203,鼬,,1級,
1518,5173,6204,裄,,1級,
1519,5174,6205,与,,4級,
1519,5174,6206,與,旧字,1/準1級,
1520,5175,6207,予,,8級,
1520,5175,6208,豫,旧字,1/準1級,
1520,5175,6209,予,,1級,元の予
1520,5176,6210,余,,6級,
1520,5176,6211,餘,旧字,1/準1級,
1520,5176,6212,余,,1級,元の余
1522,5177,6213,,,1級,
1522,5177,6214,舁,異体字,,
1522,5178,6215,畬,,1級,
1522,5178,6216,畭,異体字,,
1522,5179,6217,誉,,4級,
1522,5179,6218,譽,旧字,1/準1級,
1522,5180,6219,預,,5級,
1523,5181,6220,飫,,1級,
1523,5182,6221,蕷,,1級,
1523,5183,6222,歟,,1級,
1523,5184,6223,輿,,準1級,
1524,5185,6224,幺,,1級,
1524,5186,6225,夭,,1級,
1524,5187,6226,孕,,1級,
1524,5188,6227,幼,,5級,
1524,5189,6228,用,,9級,
1525,5190,6229,羊,,8級,
1526,5191,6230,妖,,2級,
1526,5192,6231,佯,,1級,
1526,5193,6232,拗,,1級,
1527,5194,6233,杳,,1級,
1527,5195,6234,殀,,1級,
1527,5196,6235,俑,,1級,
1527,5197,6236,姚,,1級,
1527,5198,6237,昜,,1級,
1527,5199,6238,洋,,8級,
1528,5200,6239,要,,7級,
1528,5201,6240,容,,6級,
1528,5202,6241,恙,,1級,
1528,5203,6242,涌,,準1級,
1528,5204,6243,窈,,1級,
1530,5205,6244,庸,,準2級,
1530,5206,6245,痒,,1級,
1530,5207,6246,揚,,3級,
1530,5208,6247,揺,,3級,
1530,5208,6248,搖,旧字,1/準1級,
1531,5209,6249,葉,,8級,
1531,5210,6250,遥,,準1級,
1531,5210,6251,遙,旧字,1/準1級,
1531,5211,6252,陽,,8級,
1532,5212,6253,傭,,準1級,
1532,5213,6254,徭,,1級,
1532,5214,6255,暘,,1級,
1532,5215,6256,楊,,準1級,
1533,5216,6257,溶,,4級,
1533,5217,6258,煬,,1級,
1533,5218,6259,瑶,,1級,
1533,5218,6260,瑤,旧字,1/準1級,
1533,5219,6261,腰,,4級,
1534,5220,6262,蓉,,準1級,
1534,5221,6263,蛹,,1級,
1534,5222,6264,雍,,1級,
1534,5223,6265,慂,,1級,
1534,5224,6266,慵,,1級,
1534,5225,6267,様,,8級,
1534,5225,6268,樣,旧字,1/準1級,
1534,5226,6269,榕,,1級,
1534,5227,6270,漾,,1級,
1534,5228,6271,熔,,準1級,
1534,5228,6272,鎔,異体字,,
1535,5229,6273,瘍,,2級,
1535,5230,6274,踊,,4級,
1535,5231,6275,,,1級,
1535,5231,6276,曄,異体字,,
1535,5232,6277,窯,,準2級,
1535,5233,6278,養,,7級,
1536,5234,6279,壅,,1級,
1536,5235,6280,擁,,3級,
1536,5236,6281,謡,,4級,
1536,5236,6282,謠,旧字,1/準1級,
1536,5237,6283,踴,,1級,
1536,5237,6284,,異体字,,
1536,5238,6285,膺,,1級,
1536,5239,6286,邀,,1級,
1536,5240,6287,曜,,9級,
1537,5241,6288,瀁,,1級,
1537,5242,6289,燿,,1級,
1537,5243,6290,蠅,,準1級,
1537,5243,6291,蝿,異体字,,
1537,5244,6292,癢,,1級,
1537,5245,6293,耀,,準1級,
1537,5246,6294,廱,,1級,
1537,5247,6295,瓔,,1級,
1537,5248,6296,鷂,,1級,
1537,5249,6297,癰,,1級,
1537,5250,6298,靨,,1級,
1537,5251,6299,鷹,,準1級,
1538,5252,6300,弋,,1級,
1538,5253,6301,抑,,3級,
1538,5254,6302,杙,,1級,
1538,5255,6303,沃,,2級,
1539,5256,6304,峪,,1級,
1539,5257,6305,浴,,7級,
1539,5258,6306,欲,,5級,
1539,5259,6307,翌,,5級,
1539,5259,6308,,旧字,1/準1級,
1539,5260,6309,翊,,1級,
1540,5261,6310,慾,,準1級,
1540,5262,6311,薏,,1級,
1540,5263,6312,翼,,4級,
1540,5263,6313,,旧字,1/準1級,
1542,5264,6314,拉,,2級,
1542,5265,6315,裸,,3級,
1542,5266,6316,螺,,準1級,
1543,5267,6317,羅,,準2級,
1543,5268,6318,騾,,1級,
1543,5269,6319,蘿,,1級,
1543,5270,6320,邏,,1級,
1544,5271,6321,鑼,,1級,
1544,5272,6322,来,,9級,
1544,5272,6323,來,旧字,1/準1級,
1544,5273,6324,萊,,準1級,
1544,5273,6325,莱,異体字,,
1545,5274,6326,雷,,4級,
1545,5275,6327,磊,,1級,
1545,5276,6328,賚,,1級,
1545,5277,6329,擂,,1級,
1545,5278,6330,蕾,,1級,
1546,5279,6331,頼,,4級,
1546,5279,6332,賴,旧字,1/準1級,
1546,5280,6333,儡,,1級,
1546,5281,6334,藾,,1級,
1546,5282,6335,癩,,1級,
1546,5283,6336,罍,,1級,
1546,5284,6337,籟,,1級,
1546,5285,6338,洛,,準1級,
1546,5286,6339,烙,,1級,
1546,5287,6340,珞,,1級,
1546,5288,6341,絡,,4級,
1547,5289,6342,落,,8級,
1549,5290,6343,酪,,準2級,
1549,5291,6344,犖,,1級,
1549,5292,6345,駱,,1級,
1549,5293,6346,埒,,1級,
1549,5294,6347,剌,,1級,
1549,5295,6348,喇,,1級,
1549,5296,6349,溂,,1級,
1549,5297,6350,辣,,2級,
1549,5298,6351,蝲,,1級,
1550,5299,6352,乱,,5級,
1550,5299,6353,亂,旧字,1/準1級,
1551,5300,6354,卵,,5級,
1551,5301,6355,婪,,1級,
1552,5302,6356,燗,,1級,
1552,5303,6357,覧,,5級,
1552,5303,6358,覽,旧字,1/準1級,
1552,5304,6359,闌,,1級,
1552,5305,6360,濫,,3級,
1553,5306,6361,藍,,2級,
1553,5307,6362,嬾,,1級,
1553,5308,6363,懶,,1級,
1553,5309,6364,蘭,,準1級,
1553,5309,6365,,旧字,1/準1級,
1553,5310,6366,襤,,1級,
1554,5311,6367,欄,,4級,
1554,5311,6368,欄,旧字,1/準1級,
1554,5312,6369,瀾,,1級,
1554,5313,6370,籃,,1級,
1554,5314,6371,爛,,1級,
1554,5315,6372,巒,,1級,
1554,5316,6373,襴,,1級,
1554,5317,6374,欒,,1級,
1554,5318,6375,攬,,1級,
1554,5319,6376,欖,,1級,
1555,5320,6377,纜,,1級,
1555,5321,6378,鑾,,1級,
1555,5322,6379,鸞,,1級,
1555,5323,6380,吏,,3級,
1555,5324,6381,利,,7級,
1556,5325,6382,李,,準1級,
1556,5326,6383,里,,9級,
1557,5327,6384,俚,,1級,
1557,5328,6385,俐,,1級,
1557,5329,6386,茘,,1級,
1557,5330,6387,哩,,準1級,
1557,5331,6388,悧,,1級,
1557,5332,6389,浬,,準1級,
1557,5333,6390,狸,,準1級,
1557,5334,6391,莅,,1級,
1557,5335,6392,莉,,1級,
1557,5336,6393,理,,9級,
1558,5337,6394,犂,,1級,
1558,5337,6395,犁,異体字,,
1558,5338,6396,痢,,準2級,
1558,5339,6397,裡,,準1級,
1559,5340,6398,詈,,1級,
1559,5341,6399,蜊,,1級,
1559,5342,6400,裏,,5級,
1559,5343,6401,漓,,1級,
1559,5344,6402,璃,,2級,
1559,5345,6403,履,,準2級,
1560,5346,6404,罹,,1級,
1560,5347,6405,釐,,1級,
1560,5348,6406,離,,4級,
1561,5349,6407,鯉,,準1級,
1561,5350,6408,籬,,1級,
1561,5351,6409,驪,,1級,
1561,5352,6410,陸,,7級,
1562,5353,6411,勠,,1級,
1562,5354,6412,戮,,1級,
1562,5355,6413,立,,10級,
1564,5356,6414,律,,5級,
1564,5357,6415,栗,,準1級,
1564,5358,6416,葎,,準1級,
1564,5359,6417,慄,,2級,
1565,5360,6418,篥,,1級,
1565,5361,6419,掠,,準1級,
1565,5362,6420,略,,6級,
1565,5363,6421,擽,,1級,
1565,5364,6422,苙,,1級,
1565,5365,6423,柳,,準2級,
1566,5366,6424,流,,8級,
1568,5367,6425,留,,6級,
1569,5368,6426,竜,,準2級,
1569,5368,6427,龍,旧字,1/準1級,
1569,5369,6428,琉,,準1級,
1569,5369,6429,,旧字,1/準1級,
1569,5370,6430,笠,,準1級,
1569,5371,6431,粒,,4級,
1571,5372,6432,隆,,3級,
1571,5372,6433,隆,旧字,1/準1級,
1571,5373,6434,,,1級,
1571,5373,6435,旒,異体字,,
1571,5374,6436,硫,,準2級,
1571,5375,6437,溜,,準1級,
1572,5376,6438,榴,,1級,
1572,5377,6439,劉,,準1級,
1572,5378,6440,瘤,,1級,
1572,5379,6441,窿,,1級,
1572,5380,6442,嚠,,1級,
1572,5381,6443,瀏,,1級,
1572,5382,6444,霤,,1級,
1572,5383,6445,鏐,,1級,
1572,5384,6446,餾,,1級,
1572,5385,6447,侶,,2級,
1572,5386,6448,旅,,8級,
1573,5387,6449,梠,,1級,
1573,5388,6450,虜,,準2級,
1573,5388,6451,虜,旧字,1/準1級,
1573,5389,6452,膂,,1級,
1573,5390,6453,慮,,4級,
1573,5391,6454,閭,,1級,
1573,5392,6455,鑢,,1級,
1573,5393,6456,了,,3級,
1574,5394,6457,両,,8級,
1574,5394,6458,兩,旧字,1/準1級,
1575,5395,6459,良,,7級,
1576,5396,6460,亮,,準1級,
1576,5397,6461,倆,,1級,
1576,5398,6462,凌,,準1級,
1576,5399,6463,料,,7級,
1576,5400,6464,崚,,1級,
1576,5401,6465,梁,,準1級,
1577,5402,6466,涼,,準2級,
1577,5403,6467,猟,,3級,
1577,5403,6468,獵,旧字,1/準1級,
1577,5404,6469,聊,,1級,
1578,5405,6470,菱,,準1級,
1578,5406,6471,陵,,3級,
1578,5407,6472,喨,,1級,
1578,5408,6473,椋,,準1級,
1578,5409,6474,量,,7級,
1579,5410,6475,,,1級,
1579,5410,6476,楞,異体字,,
1579,5411,6477,稜,,準1級,
1579,5412,6478,粱,,1級,
1579,5413,6479,裲,,1級,
1579,5414,6480,僚,,準2級,
1579,5415,6481,寥,,1級,
1579,5416,6482,廖,,1級,
1579,5417,6483,綾,,準1級,
1580,5418,6484,蓼,,1級,
1580,5419,6485,踉,,1級,
1580,5420,6486,領,,6級,
1580,5421,6487,寮,,準2級,
1581,5422,6488,撩,,1級,
1581,5423,6489,諒,,準1級,
1581,5424,6490,輛,,1級,
1581,5424,6491,輌,異体字,,
1581,5425,6492,遼,,準1級,
1581,5425,6493,,旧字,1/準1級,
1581,5426,6494,燎,,1級,
1581,5427,6495,療,,4級,
1581,5428,6496,瞭,,2級,
1582,5429,6497,糧,,3級,
1582,5430,6498,繚,,1級,
1582,5431,6499,魎,,1級,
1582,5432,6500,鐐,,1級,
1582,5433,6501,鷯,,1級,
1582,5434,6502,鬣,,1級,
1582,5435,6503,鱲,,1級,
1582,5436,6504,力,,10級,
1583,5437,6505,朸,,1級,
1583,5438,6506,緑,,8級,
1583,5438,6507,綠,旧字,1/準1級,
1583,5439,6508,吝,,1級,
1583,5440,6509,林,,10級,
1584,5441,6510,厘,,3級,
1584,5442,6511,倫,,準2級,
1584,5443,6512,悋,,1級,
1584,5444,6513,淋,,準1級,
1585,5445,6514,淪,,1級,
1585,5446,6515,琳,,準1級,
1585,5447,6516,痳,,1級,
1585,5448,6517,稟,,1級,
1585,5448,6518,禀,異体字,,
1585,5449,6519,綸,,1級,
1585,5450,6520,凜,,1級,
1585,5450,6521,凛,異体字,,
1586,5451,6522,輪,,7級,
1586,5452,6523,醂,,1級,
1586,5453,6524,廩,,1級,
1586,5454,6525,懍,,1級,
1586,5455,6526,隣,,4級,
1587,5455,6527,鄰,旧字,1/準1級,
1587,5455,6528,,旧字,1/準1級,
1587,5456,6529,霖,,1級,
1587,5457,6530,燐,,準1級,
1587,5457,6531,,異体字,,
1587,5458,6532,臨,,5級,
1588,5459,6533,藺,,1級,
1588,5460,6534,驎,,1級,
1588,5461,6535,鱗,,準1級,
1588,5461,6536,,異体字,,
1588,5462,6537,麟,,準1級,
1588,5462,6538,,旧字,1/準1級,
1589,5463,6539,躪,,1級,
1589,5463,6540,躙,異体字,,
1589,5464,6541,婁,,準1級,
1589,5465,6542,屢,,準1級,
1589,5465,6543,屡,異体字,,
1589,5466,6544,瑠,,2級,
1589,5466,6545,璢,異体字,1級,
1589,5467,6546,褸,,1級,
1589,5468,6547,縷,,1級,
1590,5469,6548,泪,,1級,
1590,5470,6549,涙,,4級,
1590,5470,6550,淚,旧字,1/準1級,
1590,5471,6551,累,,準2級,
1590,5472,6552,塁,,準2級,
1590,5472,6553,壘,旧字,1/準1級,
1591,5473,6554,誄,,1級,
1591,5474,6555,瘰,,1級,
1591,5475,6556,縲,,1級,
1591,5476,6557,類,,7級,
1591,5476,6558,類,旧字,1/準1級,
1592,5477,6559,羸,,1級,
1592,5478,6560,令,,7級,
1592,5479,6561,礼,,8級,
1592,5479,6562,禮,旧字,1/準1級,
1593,5480,6563,伶,,準1級,
1593,5481,6564,冷,,7級,
1594,5482,6565,励,,3級,
1594,5482,6566,,旧字,1/準1級,
1594,5482,6567,勵,旧字,1/準1級,
1594,5483,6568,戻,,準2級,
1594,5483,6569,戾,旧字,1/準1級,
1594,5484,6570,例,,7級,
1595,5485,6571,囹,,1級,
1595,5486,6572,怜,,準1級,
1595,5487,6573,苓,,準1級,
1595,5488,6574,玲,,準1級,
1595,5489,6575,,,1級,
1595,5489,6576,唳,異体字,,
1595,5490,6577,,,1級,
1595,5490,6578,捩,異体字,,
1596,5491,6579,羚,,1級,
1596,5492,6580,聆,,1級,
1596,5493,6581,蛉,,1級,
1596,5494,6582,鈴,,準2級,
1596,5495,6583,零,,3級,
1597,5496,6584,厲,,1級,
1597,5497,6585,,,1級,
1597,5497,6586,綟,異体字,,
1597,5498,6587,霊,,3級,
1597,5498,6588,靈,旧字,1/準1級,
1598,5499,6589,黎,,1級,
1598,5500,6590,澪,,1級,
1598,5501,6591,隷,,4級,
1598,5501,6592,隸,旧字,1/準1級,
1598,5502,6593,鴒,,1級,
1598,5503,6594,嶺,,準1級,
1598,5504,6595,癘,,1級,
1598,5505,6596,齢,,4級,
1598,5505,6597,齡,旧字,1/準1級,
1599,5506,6598,藜,,1級,
1599,5507,6599,礪,,準1級,
1599,5507,6600,砺,異体字,,
1599,5508,6601,麗,,4級,
1599,5509,6602,糲,,1級,
1599,5510,6603,蠣,,準1級,
1599,5510,6604,蛎,異体字,,
1599,5511,6605,醴,,1級,
1600,5512,6606,儷,,1級,
1600,5513,6607,櫺,,1級,
1600,5514,6608,蠡,,1級,
1600,5515,6609,鱧,,1級,
1600,5516,6610,暦,,4級,
1600,5516,6611,曆,旧字,1/準1級,
1600,5517,6612,歴,,6級,
1600,5517,6613,歷,旧字,1/準1級,
1601,5518,6614,櫟,,1級,
1601,5518,6615,檪,異体字,,
1601,5519,6616,瀝,,1級,
1601,5520,6617,櫪,,1級,
1601,5521,6618,礫,,1級,
1601,5522,6619,癧,,1級,
1601,5523,6620,轢,,1級,
1601,5524,6621,靂,,1級,
1601,5525,6622,列,,8級,
1602,5526,6623,劣,,4級,
1602,5527,6624,冽,,1級,
1602,5528,6625,洌,,1級,
1602,5529,6626,烈,,4級,
1603,5530,6627,裂,,3級,
1603,5531,6628,恋,,4級,
1603,5531,6629,戀,旧字,1/準1級,
1603,5532,6630,連,,7級,
1603,5532,6631,,旧字,1/準1級,
1605,5533,6632,廉,,3級,
1605,5533,6633,,旧字,1/準1級,
1605,5534,6634,楝,,1級,
1605,5535,6635,煉,,準1級,
1606,5535,6636,,異体字,,
1606,5536,6637,蓮,,準1級,
1606,5536,6638,,旧字,1/準1級,
1606,5537,6639,漣,,準1級,
1606,5537,6640,,異体字,,
1606,5538,6641,練,,8級,
1606,5538,6642,練,旧字,1/準1級,
1607,5539,6643,匳,,1級,
1607,5540,6644,輦,,1級,
1607,5541,6645,憐,,準1級,
1607,5541,6646,,異体字,,
1607,5542,6647,錬,,3級,
1607,5542,6648,鍊,旧字,1/準1級,
1608,5543,6649,斂,,1級,
1608,5544,6650,縺,,1級,
1608,5545,6651,聯,,準1級,
1608,5545,6652,聨,異体字,,
1608,5546,6653,簾,,準1級,
1608,5546,6654,,異体字,,
1608,5547,6655,蠊,,1級,
1608,5548,6656,鏈,,1級,
1608,5549,6657,瀲,,1級,
1608,5550,6658,鰊,,1級,
1609,5551,6659,攣,,1級,
1609,5552,6660,臠,,1級,
1609,5553,6661,,,1級,病垂れに攣
1609,5554,6662,呂,,2級,
1609,5555,6663,炉,,3級,
1609,5555,6664,爐,旧字,1/準1級,
1609,5556,6665,鹵,,1級,
1609,5557,6666,絽,,1級,
1609,5558,6667,賂,,2級,
1610,5559,6668,路,,8級,
1610,5560,6669,輅,,1級,
1610,5561,6670,滷,,1級,
1610,5562,6671,魯,,準1級,
1610,5563,6672,盧,,1級,
1610,5564,6673,蕗,,準1級,
1610,5565,6674,濾,,1級,
1610,5565,6675,沪,異体字,,
1610,5566,6676,廬,,1級,
1611,5567,6677,櫓,,準1級,
1611,5568,6678,櫚,,1級,
1611,5569,6679,蘆,,1級,
1611,5569,6680,芦,異体字,,
1611,5570,6681,櫨,,1級,
1611,5571,6682,臚,,1級,
1611,5572,6683,艪,,1級,
1611,5573,6684,露,,4級,
1612,5574,6685,髏,,1級,
1612,5575,6686,艫,,1級,
1612,5576,6687,轤,,1級,
1612,5577,6688,鑪,,1級,
1612,5578,6689,鷺,,準1級,
1613,5579,6690,顱,,1級,
1613,5580,6691,驢,,1級,
1613,5581,6692,鱸,,1級,
1613,5582,6693,老,,7級,
1615,5583,6694,労,,7級,
1615,5583,6695,勞,旧字,1/準1級,
1615,5584,6696,弄,,2級,
1615,5585,6697,牢,,準1級,
1616,5586,6698,郎,,4級,
1616,5586,6699,郞,旧字,1/準1級,
1616,5587,6700,,,1級,
1616,5587,6701,陋,異体字,,
1616,5588,6702,哢,,1級,
1616,5589,6703,朗,,5級,
1616,5589,6704,朗,旧字,1/準1級,
1616,5590,6705,浪,,3級,
1617,5591,6706,狼,,準1級,
1617,5592,6707,莨,,1級,
1617,5593,6708,琅,,1級,
1617,5593,6709,瑯,異体字,,
1617,5594,6710,廊,,3級,
1617,5594,6711,廊,旧字,1/準1級,
1617,5595,6712,僂,,1級,
1618,5596,6713,楼,,3級,
1618,5596,6714,樓,旧字,1/準1級,
1618,5597,6715,,,1級,土婁
1618,5598,6716,榔,,1級,
1618,5598,6717,,異体字,,
1618,5599,6718,漏,,3級,
1618,5600,6719,撈,,1級,
1618,5601,6720,潦,,1級,
1618,5602,6721,瘻,,1級,
1618,5603,6722,﨟,,1級,
1618,5603,6723,臈,異体字,,
1619,5604,6724,薐,,1級,
1619,5605,6725,螂,,1級,
1619,5605,6726,蜋,異体字,,
1619,5606,6727,癆,,1級,
1619,5607,6728,簍,,1級,
1619,5608,6729,螻,,1級,
1619,5609,6730,醪,,1級,
1619,5610,6731,壟,,1級,
1619,5611,6732,臘,,1級,
1619,5612,6733,蘢,,1級,
1619,5613,6734,鏤,,1級,
1619,5614,6735,隴,,1級,
1620,5615,6736,朧,,1級,
1620,5616,6737,瓏,,1級,
1620,5617,6738,蠟,,準1級,
1620,5617,6739,蝋,異体字,,
1620,5618,6740,籠,,2級,
1620,5618,6741,篭,異体字,準1級,
