漢字,JIS面区点コード,ユニコード,JIS水準
駒,1-22-80,U+99D2,1
具,1-22-81,U+5177,1
愚,1-22-82,U+611A,1
虞,1-22-83,U+865E,1
喰,1-22-84,U+55B0,1
空,1-22-85,U+7A7A,1
偶,1-22-86,U+5076,1
寓,1-22-87,U+5BD3,1
遇,1-22-88,U+9047,1
隅,1-22-89,U+9685,1
串,1-22-90,U+4E32,1
櫛,1-22-91,U+6ADB,1
釧,1-22-92,U+91E7,1
屑,1-22-93,U+5C51,1
屈,1-22-94,U+5C48,1
掘,1-23-01,U+6398,1
窟,1-23-02,U+7A9F,1
沓,1-23-03,U+6C93,1
靴,1-23-04,U+9774,1
轡,1-23-05,U+8F61,1
窪,1-23-06,U+7AAA,1
熊,1-23-07,U+718A,1
隈,1-23-08,U+9688,1
粂,1-23-09,U+7C82,1
栗,1-23-10,U+6817,1
繰,1-23-11,U+7E70,1
桑,1-23-12,U+6851,1
鍬,1-23-13,U+936C,1
勲,1-23-14,U+52F2,1
君,1-23-15,U+541B,1
薫,1-23-16,U+85AB,1
訓,1-23-17,U+8A13,1
群,1-23-18,U+7FA4,1
軍,1-23-19,U+8ECD,1
郡,1-23-20,U+90E1,1
卦,1-23-21,U+5366,1
袈,1-23-22,U+8888,1
祁,1-23-23,U+7941,1
係,1-23-24,U+4FC2,1
傾,1-23-25,U+50BE,1
刑,1-23-26,U+5211,1
兄,1-23-27,U+5144,1
啓,1-23-28,U+5553,1
圭,1-23-29,U+572D,1
珪,1-23-30,U+73EA,1
型,1-23-31,U+578B,1
契,1-23-32,U+5951,1
形,1-23-33,U+5F62,1
径,1-23-34,U+5F84,1
恵,1-23-35,U+6075,1
慶,1-23-36,U+6176,1
慧,1-23-37,U+6167,1
憩,1-23-38,U+61A9,1
掲,1-23-39,U+63B2,1
携,1-23-40,U+643A,1
敬,1-23-41,U+656C,1
景,1-23-42,U+666F,1
桂,1-23-43,U+6842,1
渓,1-23-44,U+6E13,1
畦,1-23-45,U+7566,1
稽,1-23-46,U+7A3D,1
系,1-23-47,U+7CFB,1
経,1-23-48,U+7D4C,1
継,1-23-49,U+7D99,1
繋,1-23-50,U+7E4B,1
罫,1-23-51,U+7F6B,1
茎,1-23-52,U+830E,1
荊,1-23-53,U+834A,1
蛍,1-23-54,U+86CD,1
計,1-23-55,U+8A08,1
詣,1-23-56,U+8A63,1
警,1-23-57,U+8B66,1
軽,1-23-58,U+8EFD,1
頚,1-23-59,U+981A,1
鶏,1-23-60,U+9D8F,1
芸,1-23-61,U+82B8,1
迎,1-23-62,U+8FCE,1
鯨,1-23-63,U+9BE8,1
劇,1-23-64,U+5287,1
戟,1-23-65,U+621F,1
撃,1-23-66,U+6483,1
激,1-23-67,U+6FC0,1
隙,1-23-68,U+9699,1
桁,1-23-69,U+6841,1
傑,1-23-70,U+5091,1
欠,1-23-71,U+6B20,1
決,1-23-72,U+6C7A,1
潔,1-23-73,U+6F54,1
穴,1-23-74,U+7A74,1
結,1-23-75,U+7D50,1
血,1-23-76,U+8840,1
訣,1-23-77,U+8A23,1
月,1-23-78,U+6708,1
件,1-23-79,U+4EF6,1
倹,1-23-80,U+5039,1
倦,1-23-81,U+5026,1
健,1-23-82,U+5065,1
兼,1-23-83,U+517C,1
券,1-23-84,U+5238,1
剣,1-23-85,U+5263,1
喧,1-23-86,U+55A7,1
圏,1-23-87,U+570F,1
堅,1-23-88,U+5805,1
嫌,1-23-89,U+5ACC,1
建,1-23-90,U+5EFA,1
憲,1-23-91,U+61B2,1
懸,1-23-92,U+61F8,1
拳,1-23-93,U+62F3,1
捲,1-23-94,U+6372,1
検,1-24-01,U+691C,1
権,1-24-02,U+6A29,1
牽,1-24-03,U+727D,1
犬,1-24-04,U+72AC,1
献,1-24-05,U+732E,1
研,1-24-06,U+7814,1
硯,1-24-07,U+786F,1
絹,1-24-08,U+7D79,1
県,1-24-09,U+770C,1
肩,1-24-10,U+80A9,1
見,1-24-11,U+898B,1
謙,1-24-12,U+8B19,1
賢,1-24-13,U+8CE2,1
軒,1-24-14,U+8ED2,1
遣,1-24-15,U+9063,1
鍵,1-24-16,U+9375,1
険,1-24-17,U+967A,1
顕,1-24-18,U+9855,1
験,1-24-19,U+9A13,1
鹸,1-24-20,U+9E78,1
元,1-24-21,U+5143,1
原,1-24-22,U+539F,1
厳,1-24-23,U+53B3,1
幻,1-24-24,U+5E7B,1
弦,1-24-25,U+5F26,1
減,1-24-26,U+6E1B,1
源,1-24-27,U+6E90,1
玄,1-24-28,U+7384,1
現,1-24-29,U+73FE,1
絃,1-24-30,U+7D43,1
舷,1-24-31,U+8237,1
言,1-24-32,U+8A00,1
諺,1-24-33,U+8AFA,1
限,1-24-34,U+9650,1
乎,1-24-35,U+4E4E,1
個,1-24-36,U+500B,1
古,1-24-37,U+53E4,1
呼,1-24-38,U+547C,1
固,1-24-39,U+56FA,1
姑,1-24-40,U+59D1,1
孤,1-24-41,U+5B64,1
己,1-24-42,U+5DF1,1
庫,1-24-43,U+5EAB,1
弧,1-24-44,U+5F27,1
戸,1-24-45,U+6238,1
故,1-24-46,U+6545,1
枯,1-24-47,U+67AF,1
湖,1-24-48,U+6E56,1
狐,1-24-49,U+72D0,1
糊,1-24-50,U+7CCA,1
袴,1-24-51,U+88B4,1
股,1-24-52,U+80A1,1
胡,1-24-53,U+80E1,1
菰,1-24-54,U+83F0,1
虎,1-24-55,U+864E,1
誇,1-24-56,U+8A87,1
跨,1-24-57,U+8DE8,1
鈷,1-24-58,U+9237,1
雇,1-24-59,U+96C7,1
顧,1-24-60,U+9867,1
鼓,1-24-61,U+9F13,1
五,1-24-62,U+4E94,1
互,1-24-63,U+4E92,1
伍,1-24-64,U+4F0D,1
午,1-24-65,U+5348,1
呉,1-24-66,U+5449,1
吾,1-24-67,U+543E,1
娯,1-24-68,U+5A2F,1
後,1-24-69,U+5F8C,1
御,1-24-70,U+5FA1,1
悟,1-24-71,U+609F,1
梧,1-24-72,U+68A7,1
檎,1-24-73,U+6A8E,1
瑚,1-24-74,U+745A,1
碁,1-24-75,U+7881,1
語,1-24-76,U+8A9E,1
誤,1-24-77,U+8AA4,1
護,1-24-78,U+8B77,1
醐,1-24-79,U+9190,1
乞,1-24-80,U+4E5E,1
鯉,1-24-81,U+9BC9,1
交,1-24-82,U+4EA4,1
佼,1-24-83,U+4F7C,1
侯,1-24-84,U+4FAF,1
候,1-24-85,U+5019,1
倖,1-24-86,U+5016,1
光,1-24-87,U+5149,1
公,1-24-88,U+516C,1
功,1-24-89,U+529F,1
効,1-24-90,U+52B9,1
勾,1-24-91,U+52FE,1
厚,1-24-92,U+539A,1
口,1-24-93,U+53E3,1
向,1-24-94,U+5411,1
后,1-25-01,U+540E,1
喉,1-25-02,U+5589,1
坑,1-25-03,U+5751,1
垢,1-25-04,U+57A2,1
好,1-25-05,U+597D,1
孔,1-25-06,U+5B54,1
孝,1-25-07,U+5B5D,1
宏,1-25-08,U+5B8F,1
工,1-25-09,U+5DE5,1
巧,1-25-10,U+5DE7,1
巷,1-25-11,U+5DF7,1
幸,1-25-12,U+5E78,1
広,1-25-13,U+5E83,1
庚,1-25-14,U+5E9A,1
康,1-25-15,U+5EB7,1
弘,1-25-16,U+5F18,1
恒,1-25-17,U+6052,1
慌,1-25-18,U+614C,1
抗,1-25-19,U+6297,1
拘,1-25-20,U+62D8,1
控,1-25-21,U+63A7,1
攻,1-25-22,U+653B,1
昂,1-25-23,U+6602,1
晃,1-25-24,U+6643,1
更,1-25-25,U+66F4,1
杭,1-25-26,U+676D,1
校,1-25-27,U+6821,1
梗,1-25-28,U+6897,1
構,1-25-29,U+69CB,1
江,1-25-30,U+6C5F,1
洪,1-25-31,U+6D2A,1
浩,1-25-32,U+6D69,1
港,1-25-33,U+6E2F,1
溝,1-25-34,U+6E9D,1
甲,1-25-35,U+7532,1
皇,1-25-36,U+7687,1
硬,1-25-37,U+786C,1
稿,1-25-38,U+7A3F,1
糠,1-25-39,U+7CE0,1
紅,1-25-40,U+7D05,1
紘,1-25-41,U+7D18,1
絞,1-25-42,U+7D5E,1
綱,1-25-43,U+7DB1,1
耕,1-25-44,U+8015,1
考,1-25-45,U+8003,1
肯,1-25-46,U+80AF,1
肱,1-25-47,U+80B1,1
腔,1-25-48,U+8154,1
膏,1-25-49,U+818F,1
航,1-25-50,U+822A,1
荒,1-25-51,U+8352,1
行,1-25-52,U+884C,1
衡,1-25-53,U+8861,1
講,1-25-54,U+8B1B,1
貢,1-25-55,U+8CA2,1
購,1-25-56,U+8CFC,1
郊,1-25-57,U+90CA,1
酵,1-25-58,U+9175,1
鉱,1-25-59,U+9271,1
砿,1-25-60,U+783F,1
鋼,1-25-61,U+92FC,1
閤,1-25-62,U+95A4,1
降,1-25-63,U+964D,1
項,1-25-64,U+9805,1
香,1-25-65,U+9999,1
高,1-25-66,U+9AD8,1
鴻,1-25-67,U+9D3B,1
剛,1-25-68,U+525B,1
劫,1-25-69,U+52AB,1
号,1-25-70,U+53F7,1
合,1-25-71,U+5408,1
壕,1-25-72,U+58D5,1
拷,1-25-73,U+62F7,1
濠,1-25-74,U+6FE0,1
豪,1-25-75,U+8C6A,1
轟,1-25-76,U+8F5F,1
麹,1-25-77,U+9EB9,1
克,1-25-78,U+514B,1
刻,1-25-79,U+523B,1
告,1-25-80,U+544A,1
国,1-25-81,U+56FD,1
穀,1-25-82,U+7A40,1
酷,1-25-83,U+9177,1
鵠,1-25-84,U+9D60,1
黒,1-25-85,U+9ED2,1
獄,1-25-86,U+7344,1
漉,1-25-87,U+6F09,1
腰,1-25-88,U+8170,1
甑,1-25-89,U+7511,1
忽,1-25-90,U+5FFD,1
惚,1-25-91,U+60DA,1
骨,1-25-92,U+9AA8,1
狛,1-25-93,U+72DB,1
込,1-25-94,U+8FBC,1
此,1-26-01,U+6B64,1
頃,1-26-02,U+9803,1
今,1-26-03,U+4ECA,1
困,1-26-04,U+56F0,1
坤,1-26-05,U+5764,1
墾,1-26-06,U+58BE,1
婚,1-26-07,U+5A5A,1
恨,1-26-08,U+6068,1
懇,1-26-09,U+61C7,1
昏,1-26-10,U+660F,1
昆,1-26-11,U+6606,1
根,1-26-12,U+6839,1
梱,1-26-13,U+68B1,1
混,1-26-14,U+6DF7,1
痕,1-26-15,U+75D5,1
紺,1-26-16,U+7D3A,1
艮,1-26-17,U+826E,1
魂,1-26-18,U+9B42,1
些,1-26-19,U+4E9B,1
佐,1-26-20,U+4F50,1
叉,1-26-21,U+53C9,1
唆,1-26-22,U+5506,1
嵯,1-26-23,U+5D6F,1
左,1-26-24,U+5DE6,1
差,1-26-25,U+5DEE,1
査,1-26-26,U+67FB,1
沙,1-26-27,U+6C99,1
瑳,1-26-28,U+7473,1
砂,1-26-29,U+7802,1
詐,1-26-30,U+8A50,1
鎖,1-26-31,U+9396,1
裟,1-26-32,U+88DF,1
坐,1-26-33,U+5750,1
座,1-26-34,U+5EA7,1
挫,1-26-35,U+632B,1
債,1-26-36,U+50B5,1
催,1-26-37,U+50AC,1
再,1-26-38,U+518D,1
最,1-26-39,U+6700,1
哉,1-26-40,U+54C9,1
塞,1-26-41,U+585E,1
妻,1-26-42,U+59BB,1
宰,1-26-43,U+5BB0,1
彩,1-26-44,U+5F69,1
才,1-26-45,U+624D,1
採,1-26-46,U+63A1,1
栽,1-26-47,U+683D,1
歳,1-26-48,U+6B73,1
済,1-26-49,U+6E08,1
災,1-26-50,U+707D,1
采,1-26-51,U+91C7,1
犀,1-26-52,U+7280,1
砕,1-26-53,U+7815,1
砦,1-26-54,U+7826,1
祭,1-26-55,U+796D,1
斎,1-26-56,U+658E,1
細,1-26-57,U+7D30,1
菜,1-26-58,U+83DC,1
裁,1-26-59,U+88C1,1
載,1-26-60,U+8F09,1
際,1-26-61,U+969B,1
剤,1-26-62,U+5264,1
在,1-26-63,U+5728,1
材,1-26-64,U+6750,1
罪,1-26-65,U+7F6A,1
財,1-26-66,U+8CA1,1
冴,1-26-67,U+51B4,1
坂,1-26-68,U+5742,1
阪,1-26-69,U+962A,1
堺,1-26-70,U+583A,1
榊,1-26-71,U+698A,1
肴,1-26-72,U+80B4,1
咲,1-26-73,U+54B2,1
崎,1-26-74,U+5D0E,1
埼,1-26-75,U+57FC,1
碕,1-26-76,U+7895,1
鷺,1-26-77,U+9DFA,1
作,1-26-78,U+4F5C,1
削,1-26-79,U+524A,1
咋,1-26-80,U+548B,1
搾,1-26-81,U+643E,1
昨,1-26-82,U+6628,1
朔,1-26-83,U+6714,1
柵,1-26-84,U+67F5,1
窄,1-26-85,U+7A84,1
策,1-26-86,U+7B56,1
索,1-26-87,U+7D22,1
錯,1-26-88,U+932F,1
桜,1-26-89,U+685C,1
鮭,1-26-90,U+9BAD,1
笹,1-26-91,U+7B39,1
匙,1-26-92,U+5319,1
冊,1-26-93,U+518A,1
刷,1-26-94,U+5237,1
察,1-27-01,U+5BDF,1
拶,1-27-02,U+62F6,1
撮,1-27-03,U+64AE,1
擦,1-27-04,U+64E6,1
札,1-27-05,U+672D,1
殺,1-27-06,U+6BBA,1
薩,1-27-07,U+85A9,1
雑,1-27-08,U+96D1,1
皐,1-27-09,U+7690,1
鯖,1-27-10,U+9BD6,1
捌,1-27-11,U+634C,1
錆,1-27-12,U+9306,1
鮫,1-27-13,U+9BAB,1
皿,1-27-14,U+76BF,1
晒,1-27-15,U+6652,1
三,1-27-16,U+4E09,1
傘,1-27-17,U+5098,1
参,1-27-18,U+53C2,1
山,1-27-19,U+5C71,1
惨,1-27-20,U+60E8,1
撒,1-27-21,U+6492,1
散,1-27-22,U+6563,1
桟,1-27-23,U+685F,1
燦,1-27-24,U+71E6,1
珊,1-27-25,U+73CA,1
産,1-27-26,U+7523,1
算,1-27-27,U+7B97,1
纂,1-27-28,U+7E82,1
蚕,1-27-29,U+8695,1
讃,1-27-30,U+8B83,1
賛,1-27-31,U+8CDB,1
酸,1-27-32,U+9178,1
餐,1-27-33,U+9910,1
斬,1-27-34,U+65AC,1
暫,1-27-35,U+66AB,1
残,1-27-36,U+6B8B,1
仕,1-27-37,U+4ED5,1
仔,1-27-38,U+4ED4,1
伺,1-27-39,U+4F3A,1
使,1-27-40,U+4F7F,1
刺,1-27-41,U+523A,1
司,1-27-42,U+53F8,1
史,1-27-43,U+53F2,1
嗣,1-27-44,U+55E3,1
四,1-27-45,U+56DB,1
士,1-27-46,U+58EB,1
始,1-27-47,U+59CB,1
姉,1-27-48,U+59C9,1
姿,1-27-49,U+59FF,1
子,1-27-50,U+5B50,1
屍,1-27-51,U+5C4D,1
市,1-27-52,U+5E02,1
師,1-27-53,U+5E2B,1
志,1-27-54,U+5FD7,1
思,1-27-55,U+601D,1
指,1-27-56,U+6307,1
支,1-27-57,U+652F,1
孜,1-27-58,U+5B5C,1
斯,1-27-59,U+65AF,1
施,1-27-60,U+65BD,1
旨,1-27-61,U+65E8,1
枝,1-27-62,U+679D,1
止,1-27-63,U+6B62,1
死,1-27-64,U+6B7B,1
氏,1-27-65,U+6C0F,1
獅,1-27-66,U+7345,1
祉,1-27-67,U+7949,1
私,1-27-68,U+79C1,1
糸,1-27-69,U+7CF8,1
紙,1-27-70,U+7D19,1
紫,1-27-71,U+7D2B,1
肢,1-27-72,U+80A2,1
脂,1-27-73,U+8102,1
至,1-27-74,U+81F3,1
視,1-27-75,U+8996,1
詞,1-27-76,U+8A5E,1
詩,1-27-77,U+8A69,1
試,1-27-78,U+8A66,1
誌,1-27-79,U+8A8C,1
諮,1-27-80,U+8AEE,1
資,1-27-81,U+8CC7,1
賜,1-27-82,U+8CDC,1
雌,1-27-83,U+96CC,1
飼,1-27-84,U+98FC,1
歯,1-27-85,U+6B6F,1
事,1-27-86,U+4E8B,1
似,1-27-87,U+4F3C,1
侍,1-27-88,U+4F8D,1
児,1-27-89,U+5150,1
字,1-27-90,U+5B57,1
寺,1-27-91,U+5BFA,1
慈,1-27-92,U+6148,1
持,1-27-93,U+6301,1
時,1-27-94,U+6642,1
次,1-28-01,U+6B21,1
滋,1-28-02,U+6ECB,1
治,1-28-03,U+6CBB,1
爾,1-28-04,U+723E,1
璽,1-28-05,U+74BD,1
痔,1-28-06,U+75D4,1
磁,1-28-07,U+78C1,1
示,1-28-08,U+793A,1
而,1-28-09,U+800C,1
耳,1-28-10,U+8033,1
自,1-28-11,U+81EA,1
蒔,1-28-12,U+8494,1
辞,1-28-13,U+8F9E,1
汐,1-28-14,U+6C50,1
鹿,1-28-15,U+9E7F,1
式,1-28-16,U+5F0F,1
識,1-28-17,U+8B58,1
鴫,1-28-18,U+9D2B,1
竺,1-28-19,U+7AFA,1
軸,1-28-20,U+8EF8,1
宍,1-28-21,U+5B8D,1
雫,1-28-22,U+96EB,1
七,1-28-23,U+4E03,1
叱,1-28-24,U+53F1,1
執,1-28-25,U+57F7,1
失,1-28-26,U+5931,1
嫉,1-28-27,U+5AC9,1
室,1-28-28,U+5BA4,1
悉,1-28-29,U+6089,1
湿,1-28-30,U+6E7F,1
漆,1-28-31,U+6F06,1
疾,1-28-32,U+75BE,1
質,1-28-33,U+8CEA,1
実,1-28-34,U+5B9F,1
蔀,1-28-35,U+8500,1
篠,1-28-36,U+7BE0,1
偲,1-28-37,U+5072,1
柴,1-28-38,U+67F4,1
芝,1-28-39,U+829D,1
屡,1-28-40,U+5C61,1
蕊,1-28-41,U+854A,1
縞,1-28-42,U+7E1E,1
舎,1-28-43,U+820E,1
写,1-28-44,U+5199,1
射,1-28-45,U+5C04,1
捨,1-28-46,U+6368,1
赦,1-28-47,U+8D66,1
斜,1-28-48,U+659C,1
煮,1-28-49,U+716E,1
社,1-28-50,U+793E,1
紗,1-28-51,U+7D17,1
者,1-28-52,U+8005,1
謝,1-28-53,U+8B1D,1
車,1-28-54,U+8ECA,1
遮,1-28-55,U+906E,1
蛇,1-28-56,U+86C7,1
邪,1-28-57,U+90AA,1
借,1-28-58,U+501F,1
勺,1-28-59,U+52FA,1
尺,1-28-60,U+5C3A,1
杓,1-28-61,U+6753,1
灼,1-28-62,U+707C,1
爵,1-28-63,U+7235,1
酌,1-28-64,U+914C,1
釈,1-28-65,U+91C8,1
錫,1-28-66,U+932B,1
若,1-28-67,U+82E5,1
寂,1-28-68,U+5BC2,1
弱,1-28-69,U+5F31,1
惹,1-28-70,U+60F9,1
主,1-28-71,U+4E3B,1
取,1-28-72,U+53D6,1
守,1-28-73,U+5B88,1
手,1-28-74,U+624B,1
朱,1-28-75,U+6731,1
殊,1-28-76,U+6B8A,1
狩,1-28-77,U+72E9,1
珠,1-28-78,U+73E0,1
種,1-28-79,U+7A2E,1
腫,1-28-80,U+816B,1
趣,1-28-81,U+8DA3,1
酒,1-28-82,U+9152,1
首,1-28-83,U+9996,1
儒,1-28-84,U+5112,1
受,1-28-85,U+53D7,1
呪,1-28-86,U+546A,1
寿,1-28-87,U+5BFF,1
授,1-28-88,U+6388,1
樹,1-28-89,U+6A39,1
綬,1-28-90,U+7DAC,1
需,1-28-91,U+9700,1
囚,1-28-92,U+56DA,1
収,1-28-93,U+53CE,1
周,1-28-94,U+5468,1
宗,1-29-01,U+5B97,1
就,1-29-02,U+5C31,1
州,1-29-03,U+5DDE,1
修,1-29-04,U+4FEE,1
愁,1-29-05,U+6101,1
拾,1-29-06,U+62FE,1
洲,1-29-07,U+6D32,1
秀,1-29-08,U+79C0,1
秋,1-29-09,U+79CB,1
終,1-29-10,U+7D42,1
繍,1-29-11,U+7E4D,1
習,1-29-12,U+7FD2,1
臭,1-29-13,U+81ED,1
舟,1-29-14,U+821F,1
蒐,1-29-15,U+8490,1
衆,1-29-16,U+8846,1
襲,1-29-17,U+8972,1
讐,1-29-18,U+8B90,1
蹴,1-29-19,U+8E74,1
輯,1-29-20,U+8F2F,1
週,1-29-21,U+9031,1
酋,1-29-22,U+914B,1
酬,1-29-23,U+916C,1
集,1-29-24,U+96C6,1
醜,1-29-25,U+919C,1
什,1-29-26,U+4EC0,1
住,1-29-27,U+4F4F,1
充,1-29-28,U+5145,1
十,1-29-29,U+5341,1
従,1-29-30,U+5F93,1
戎,1-29-31,U+620E,1
柔,1-29-32,U+67D4,1
汁,1-29-33,U+6C41,1
渋,1-29-34,U+6E0B,1
獣,1-29-35,U+7363,1
縦,1-29-36,U+7E26,1
重,1-29-37,U+91CD,1
銃,1-29-38,U+9283,1
叔,1-29-39,U+53D4,1
夙,1-29-40,U+5919,1
宿,1-29-41,U+5BBF,1
淑,1-29-42,U+6DD1,1
祝,1-29-43,U+795D,1
縮,1-29-44,U+7E2E,1
粛,1-29-45,U+7C9B,1
塾,1-29-46,U+587E,1
熟,1-29-47,U+719F,1
出,1-29-48,U+51FA,1
術,1-29-49,U+8853,1
述,1-29-50,U+8FF0,1
俊,1-29-51,U+4FCA,1
峻,1-29-52,U+5CFB,1
春,1-29-53,U+6625,1
瞬,1-29-54,U+77AC,1
竣,1-29-55,U+7AE3,1
舜,1-29-56,U+821C,1
駿,1-29-57,U+99FF,1
准,1-29-58,U+51C6,1
循,1-29-59,U+5FAA,1
旬,1-29-60,U+65EC,1
楯,1-29-61,U+696F,1
殉,1-29-62,U+6B89,1
淳,1-29-63,U+6DF3,1
準,1-29-64,U+6E96,1
潤,1-29-65,U+6F64,1
盾,1-29-66,U+76FE,1
純,1-29-67,U+7D14,1
巡,1-29-68,U+5DE1,1
遵,1-29-69,U+9075,1
醇,1-29-70,U+9187,1
順,1-29-71,U+9806,1
処,1-29-72,U+51E6,1
初,1-29-73,U+521D,1
所,1-29-74,U+6240,1
暑,1-29-75,U+6691,1
曙,1-29-76,U+66D9,1
渚,1-29-77,U+6E1A,1
庶,1-29-78,U+5EB6,1
緒,1-29-79,U+7DD2,1
署,1-29-80,U+7F72,1
書,1-29-81,U+66F8,1
薯,1-29-82,U+85AF,1
藷,1-29-83,U+85F7,1
諸,1-29-84,U+8AF8,1
助,1-29-85,U+52A9,1
叙,1-29-86,U+53D9,1
女,1-29-87,U+5973,1
序,1-29-88,U+5E8F,1
徐,1-29-89,U+5F90,1
恕,1-29-90,U+6055,1
鋤,1-29-91,U+92E4,1
除,1-29-92,U+9664,1
傷,1-29-93,U+50B7,1
償,1-29-94,U+511F,1
勝,1-30-01,U+52DD,1
匠,1-30-02,U+5320,1
升,1-30-03,U+5347,1
召,1-30-04,U+53EC,1
哨,1-30-05,U+54E8,1
商,1-30-06,U+5546,1
唱,1-30-07,U+5531,1
嘗,1-30-08,U+5617,1
奨,1-30-09,U+5968,1
妾,1-30-10,U+59BE,1
娼,1-30-11,U+5A3C,1
宵,1-30-12,U+5BB5,1
将,1-30-13,U+5C06,1
小,1-30-14,U+5C0F,1
少,1-30-15,U+5C11,1
尚,1-30-16,U+5C1A,1
庄,1-30-17,U+5E84,1
床,1-30-18,U+5E8A,1
廠,1-30-19,U+5EE0,1
彰,1-30-20,U+5F70,1
承,1-30-21,U+627F,1
抄,1-30-22,U+6284,1
招,1-30-23,U+62DB,1
掌,1-30-24,U+638C,1
捷,1-30-25,U+6377,1
昇,1-30-26,U+6607,1
昌,1-30-27,U+660C,1
昭,1-30-28,U+662D,1
晶,1-30-29,U+6676,1
松,1-30-30,U+677E,1
梢,1-30-31,U+68A2,1
樟,1-30-32,U+6A1F,1
樵,1-30-33,U+6A35,1
沼,1-30-34,U+6CBC,1
消,1-30-35,U+6D88,1
渉,1-30-36,U+6E09,1
湘,1-30-37,U+6E58,1
焼,1-30-38,U+713C,1
焦,1-30-39,U+7126,1
照,1-30-40,U+7167,1
症,1-30-41,U+75C7,1
省,1-30-42,U+7701,1
硝,1-30-43,U+785D,1
礁,1-30-44,U+7901,1
祥,1-30-45,U+7965,1
称,1-30-46,U+79F0,1
章,1-30-47,U+7AE0,1
笑,1-30-48,U+7B11,1
粧,1-30-49,U+7CA7,1
紹,1-30-50,U+7D39,1
肖,1-30-51,U+8096,1
菖,1-30-52,U+83D6,1
蒋,1-30-53,U+848B,1
蕉,1-30-54,U+8549,1
衝,1-30-55,U+885D,1
裳,1-30-56,U+88F3,1
訟,1-30-57,U+8A1F,1
証,1-30-58,U+8A3C,1
詔,1-30-59,U+8A54,1
詳,1-30-60,U+8A73,1
象,1-30-61,U+8C61,1
賞,1-30-62,U+8CDE,1
醤,1-30-63,U+91A4,1
鉦,1-30-64,U+9266,1
鍾,1-30-65,U+937E,1
鐘,1-30-66,U+9418,1
障,1-30-67,U+969C,1
鞘,1-30-68,U+9798,1
上,1-30-69,U+4E0A,1
丈,1-30-70,U+4E08,1
丞,1-30-71,U+4E1E,1
乗,1-30-72,U+4E57,1
冗,1-30-73,U+5197,1
剰,1-30-74,U+5270,1
城,1-30-75,U+57CE,1
場,1-30-76,U+5834,1
壌,1-30-77,U+58CC,1
嬢,1-30-78,U+5B22,1
常,1-30-79,U+5E38,1
情,1-30-80,U+60C5,1
擾,1-30-81,U+64FE,1
条,1-30-82,U+6761,1
杖,1-30-83,U+6756,1
浄,1-30-84,U+6D44,1
状,1-30-85,U+72B6,1
畳,1-30-86,U+7573,1
穣,1-30-87,U+7A63,1
蒸,1-30-88,U+84B8,1
譲,1-30-89,U+8B72,1
醸,1-30-90,U+91B8,1
錠,1-30-91,U+9320,1
嘱,1-30-92,U+5631,1
埴,1-30-93,U+57F4,1
飾,1-30-94,U+98FE,1
拭,1-31-01,U+62ED,1
植,1-31-02,U+690D,1
殖,1-31-03,U+6B96,1
燭,1-31-04,U+71ED,1
織,1-31-05,U+7E54,1
職,1-31-06,U+8077,1
色,1-31-07,U+8272,1
触,1-31-08,U+89E6,1
食,1-31-09,U+98DF,1
蝕,1-31-10,U+8755,1
辱,1-31-11,U+8FB1,1
尻,1-31-12,U+5C3B,1
伸,1-31-13,U+4F38,1
信,1-31-14,U+4FE1,1
侵,1-31-15,U+4FB5,1
唇,1-31-16,U+5507,1
娠,1-31-17,U+5A20,1
寝,1-31-18,U+5BDD,1
審,1-31-19,U+5BE9,1
心,1-31-20,U+5FC3,1
慎,1-31-21,U+614E,1
振,1-31-22,U+632F,1
新,1-31-23,U+65B0,1
晋,1-31-24,U+664B,1
森,1-31-25,U+68EE,1
榛,1-31-26,U+699B,1
浸,1-31-27,U+6D78,1
深,1-31-28,U+6DF1,1
申,1-31-29,U+7533,1
疹,1-31-30,U+75B9,1
真,1-31-31,U+771F,1
神,1-31-32,U+795E,1
秦,1-31-33,U+79E6,1
紳,1-31-34,U+7D33,1
臣,1-31-35,U+81E3,1
芯,1-31-36,U+82AF,1
薪,1-31-37,U+85AA,1
親,1-31-38,U+89AA,1
診,1-31-39,U+8A3A,1
身,1-31-40,U+8EAB,1
辛,1-31-41,U+8F9B,1
進,1-31-42,U+9032,1
針,1-31-43,U+91DD,1
震,1-31-44,U+9707,1
人,1-31-45,U+4EBA,1
仁,1-31-46,U+4EC1,1
刃,1-31-47,U+5203,1
塵,1-31-48,U+5875,1
壬,1-31-49,U+58EC,1
尋,1-31-50,U+5C0B,1
甚,1-31-51,U+751A,1
尽,1-31-52,U+5C3D,1
腎,1-31-53,U+814E,1
訊,1-31-54,U+8A0A,1
迅,1-31-55,U+8FC5,1
陣,1-31-56,U+9663,1
靭,1-31-57,U+976D,1
笥,1-31-58,U+7B25,1
諏,1-31-59,U+8ACF,1
須,1-31-60,U+9808,1
酢,1-31-61,U+9162,1
図,1-31-62,U+56F3,1
厨,1-31-63,U+53A8,1
逗,1-31-64,U+9017,1
吹,1-31-65,U+5439,1
垂,1-31-66,U+5782,1
帥,1-31-67,U+5E25,1
推,1-31-68,U+63A8,1
水,1-31-69,U+6C34,1
炊,1-31-70,U+708A,1
睡,1-31-71,U+7761,1
粋,1-31-72,U+7C8B,1
翠,1-31-73,U+7FE0,1
衰,1-31-74,U+8870,1
遂,1-31-75,U+9042,1
